plastic_type,pct_PP,pct_LDPE,pct_HDPE,temperature_C,residence_time_min,feedstock_mass_g,reactor_fill_pct,heating_rate_C_min,catalyst,oil_yield_wt%,gas_yield_wt%,char_yield_wt%,reactor_type,source_title,source_doi,confidence,notes
PP,100.0,0.0,0.0,450.0,75.0,100.0,50.0,,none,55.72,18.34,25.94,fixed_bed_batch_RSM,"Effect of Feed Mass, Reactor Temperature, and Time on the Yield of Waste Polypropylene Pyrolysis Oil Produced via a Fixed-Bed Reactor",10.3390/polym16101302,1.0,"PRIMARY SOURCE, exact values from full Box-Behnken RSM design Table 1 (run 10/16). Liquid yield and solid residue directly measured/reported; gas yield calculated by mass balance closure (100-liquid-solid), not directly reported but a standard 3-way pyrolysis split. IMPORTANT CAVEAT: this study found feedstock MASS (100g, 50% reactor fill) had a LARGER effect on liquid yield than temperature or time - mass is not captured in our schema, so temperature/time alone will not fully explain variance across these 16 rows. Consider feedstock mass/reactor fill fraction as a candidate feature if modeling this reactor's behavior specifically."
PP,100.0,0.0,0.0,450.0,45.0,100.0,50.0,,none,39.75,15.36,44.89,fixed_bed_batch_RSM,"Effect of Feed Mass, Reactor Temperature, and Time on the Yield of Waste Polypropylene Pyrolysis Oil Produced via a Fixed-Bed Reactor",10.3390/polym16101302,1.0,"PRIMARY SOURCE, exact values from full Box-Behnken RSM design Table 1 (run 11/16). Liquid yield and solid residue directly measured/reported; gas yield calculated by mass balance closure (100-liquid-solid), not directly reported but a standard 3-way pyrolysis split. IMPORTANT CAVEAT: this study found feedstock MASS (100g, 50% reactor fill) had a LARGER effect on liquid yield than temperature or time - mass is not captured in our schema, so temperature/time alone will not fully explain variance across these 16 rows. Consider feedstock mass/reactor fill fraction as a candidate feature if modeling this reactor's behavior specifically."
PP,100.0,0.0,0.0,475.0,60.0,100.0,50.0,,none,58.34,35.72,5.94,fixed_bed_batch_RSM,"Effect of Feed Mass, Reactor Temperature, and Time on the Yield of Waste Polypropylene Pyrolysis Oil Produced via a Fixed-Bed Reactor",10.3390/polym16101302,1.0,"PRIMARY SOURCE, exact values from full Box-Behnken RSM design Table 1 (run 12/16). Liquid yield and solid residue directly measured/reported; gas yield calculated by mass balance closure (100-liquid-solid), not directly reported but a standard 3-way pyrolysis split. IMPORTANT CAVEAT: this study found feedstock MASS (100g, 50% reactor fill) had a LARGER effect on liquid yield than temperature or time - mass is not captured in our schema, so temperature/time alone will not fully explain variance across these 16 rows. Consider feedstock mass/reactor fill fraction as a candidate feature if modeling this reactor's behavior specifically."
PP,100.0,0.0,0.0,475.0,45.0,150.0,75.0,,none,41.49,50.4,8.11,fixed_bed_batch_RSM,"Effect of Feed Mass, Reactor Temperature, and Time on the Yield of Waste Polypropylene Pyrolysis Oil Produced via a Fixed-Bed Reactor",10.3390/polym16101302,1.0,"PRIMARY SOURCE, exact values from full Box-Behnken RSM design Table 1 (run 13/16). Liquid yield and solid residue directly measured/reported; gas yield calculated by mass balance closure (100-liquid-solid), not directly reported but a standard 3-way pyrolysis split. IMPORTANT CAVEAT: this study found feedstock MASS (150g, 75% reactor fill) had a LARGER effect on liquid yield than temperature or time - mass is not captured in our schema, so temperature/time alone will not fully explain variance across these 16 rows. Consider feedstock mass/reactor fill fraction as a candidate feature if modeling this reactor's behavior specifically."
PP,100.0,0.0,0.0,500.0,60.0,50.0,25.0,,none,60.18,38.4,1.42,fixed_bed_batch_RSM,"Effect of Feed Mass, Reactor Temperature, and Time on the Yield of Waste Polypropylene Pyrolysis Oil Produced via a Fixed-Bed Reactor",10.3390/polym16101302,1.0,"PRIMARY SOURCE, exact values from full Box-Behnken RSM design Table 1 (run 14/16). Liquid yield and solid residue directly measured/reported; gas yield calculated by mass balance closure (100-liquid-solid), not directly reported but a standard 3-way pyrolysis split. IMPORTANT CAVEAT: this study found feedstock MASS (50g, 25% reactor fill) had a LARGER effect on liquid yield than temperature or time - mass is not captured in our schema, so temperature/time alone will not fully explain variance across these 16 rows. Consider feedstock mass/reactor fill fraction as a candidate feature if modeling this reactor's behavior specifically."
PP,100.0,0.0,0.0,500.0,75.0,100.0,50.0,,none,41.15,57.25,1.6,fixed_bed_batch_RSM,"Effect of Feed Mass, Reactor Temperature, and Time on the Yield of Waste Polypropylene Pyrolysis Oil Produced via a Fixed-Bed Reactor",10.3390/polym16101302,1.0,"PRIMARY SOURCE, exact values from full Box-Behnken RSM design Table 1 (run 15/16). Liquid yield and solid residue directly measured/reported; gas yield calculated by mass balance closure (100-liquid-solid), not directly reported but a standard 3-way pyrolysis split. IMPORTANT CAVEAT: this study found feedstock MASS (100g, 50% reactor fill) had a LARGER effect on liquid yield than temperature or time - mass is not captured in our schema, so temperature/time alone will not fully explain variance across these 16 rows. Consider feedstock mass/reactor fill fraction as a candidate feature if modeling this reactor's behavior specifically."
PP,100.0,0.0,0.0,475.0,60.0,100.0,50.0,,none,56.31,37.11,6.58,fixed_bed_batch_RSM,"Effect of Feed Mass, Reactor Temperature, and Time on the Yield of Waste Polypropylene Pyrolysis Oil Produced via a Fixed-Bed Reactor",10.3390/polym16101302,1.0,"PRIMARY SOURCE, exact values from full Box-Behnken RSM design Table 1 (run 16/16). Liquid yield and solid residue directly measured/reported; gas yield calculated by mass balance closure (100-liquid-solid), not directly reported but a standard 3-way pyrolysis split. IMPORTANT CAVEAT: this study found feedstock MASS (100g, 50% reactor fill) had a LARGER effect on liquid yield than temperature or time - mass is not captured in our schema, so temperature/time alone will not fully explain variance across these 16 rows. Consider feedstock mass/reactor fill fraction as a candidate feature if modeling this reactor's behavior specifically."
mixed,33.3,0.0,33.3,536.0,150.0,,,6.0,none,75.55,,,batch_20L_pilot,Optimisation of Process Parameters to Maximise the Oil Yield from Pyrolysis of Mixed Waste Plastics,10.3390/su16072619,1.0,"PRIMARY SOURCE, exact value - this is the validated optimum condition, averaged over 3 replicate experiments (75.55% avg, 0.88% error), not a single run. HDPE:PP:PS = 1:1:1 (33.3% each) - includes PS, outside strict polyolefin scope, but real MSW-representative mix. Feedstock particle size 24mm reported but not captured (no schema column for it). The paper's full 15-run Box-Behnken results table (Table 2) could not be extracted as text from the fetched page - only this single validated/averaged data point was retrievable without risking fabricated numbers. Gas/char not analyzed by this study (stated explicitly - priority was oil yield only). R2=0.9941 reported for the paper's own quadratic model on the full unextracted dataset - a strong result, but not independently verifiable from this data pull."
LDPE,0.0,100.0,0.0,450.0,60.0,,,5.0,none,64.0,,,horizontal_quartz_tube_batch,Pyrolysis of Recycled LLDPE/LDPE Polymer Blend: Optimization of Process Parameters for High Yield of Wax,10.3390/recycling11030044,1.0,"PRIMARY SOURCE, exact value from full Box-Behnken RSM design Table 5 (run 1/45, 3 factors x 3 levels x 3 replicates). Response measured is WAX yield (condensable fraction), mapped to oil_yield_wt% as the closest schema equivalent. Non-condensable gas was NOT quantified in this study (stated explicitly); char/solid was 'visually minimal' but not measured - both left blank rather than estimated. Feedstock is a recycled LLDPE/LDPE blend (exact ratio undisclosed by supplier) - classified as LDPE in this schema as the closest existing category; note it is technically a linear/branched PE blend, not pure LDPE. Horizontal quartz tubular reactor, argon atmosphere, 5g feedstock. Study found heating rate (not temperature) was the dominant driver of yield - worth cross-checking against this project's other findings on feature importance. | VERIFICATION: table cross-checked against an independently-fetched PDF of the same paper - identical values confirmed, extraction is accurate. NOTE: the paper's own abstract/conclusion claims the max measured yield (82%) occurred at 400C/75min/3C-per-min, but no row in Table 5 has that exact combination (Box-Behnken design structurally excludes extreme corner points, per the design's own methodology) - 82% actually appears at the center point (450C/60min/5C-per-min, runs 38 and 40). This is an apparent inconsistency in the source paper's own text vs. its data table, not an error introduced by this extraction."
LDPE,0.0,100.0,0.0,400.0,75.0,,,5.0,none,74.0,,,horizontal_quartz_tube_batch,Pyrolysis of Recycled LLDPE/LDPE Polymer Blend: Optimization of Process Parameters for High Yield of Wax,10.3390/recycling11030044,1.0,"PRIMARY SOURCE, exact value from full Box-Behnken RSM design Table 5 (run 2/45, 3 factors x 3 levels x 3 replicates). Response measured is WAX yield (condensable fraction), mapped to oil_yield_wt% as the closest schema equivalent. Non-condensable gas was NOT quantified in this study (stated explicitly); char/solid was 'visually minimal' but not measured - both left blank rather than estimated. Feedstock is a recycled LLDPE/LDPE blend (exact ratio undisclosed by supplier) - classified as LDPE in this schema as the closest existing category; note it is technically a linear/branched PE blend, not pure LDPE. Horizontal quartz tubular reactor, argon atmosphere, 5g feedstock. Study found heating rate (not temperature) was the dominant driver of yield - worth cross-checking against this project's other findings on feature importance. | VERIFICATION: table cross-checked against an independently-fetched PDF of the same paper - identical values confirmed, extraction is accurate. NOTE: the paper's own abstract/conclusion claims the max measured yield (82%) occurred at 400C/75min/3C-per-min, but no row in Table 5 has that exact combination (Box-Behnken design structurally excludes extreme corner points, per the design's own methodology) - 82% actually appears at the center point (450C/60min/5C-per-min, runs 38 and 40). This is an apparent inconsistency in the source paper's own text vs. its data table, not an error introduced by this extraction."
LDPE,0.0,100.0,0.0,500.0,60.0,,,3.0,none,80.0,,,horizontal_quartz_tube_batch,Pyrolysis of Recycled LLDPE/LDPE Polymer Blend: Optimization of Process Parameters for High Yield of Wax,10.3390/recycling11030044,1.0,"PRIMARY SOURCE, exact value from full Box-Behnken RSM design Table 5 (run 3/45, 3 factors x 3 levels x 3 replicates). Response measured is WAX yield (condensable fraction), mapped to oil_yield_wt% as the closest schema equivalent. Non-condensable gas was NOT quantified in this study (stated explicitly); char/solid was 'visually minimal' but not measured - both left blank rather than estimated. Feedstock is a recycled LLDPE/LDPE blend (exact ratio undisclosed by supplier) - classified as LDPE in this schema as the closest existing category; note it is technically a linear/branched PE blend, not pure LDPE. Horizontal quartz tubular reactor, argon atmosphere, 5g feedstock. Study found heating rate (not temperature) was the dominant driver of yield - worth cross-checking against this project's other findings on feature importance. | VERIFICATION: table cross-checked against an independently-fetched PDF of the same paper - identical values confirmed, extraction is accurate. NOTE: the paper's own abstract/conclusion claims the max measured yield (82%) occurred at 400C/75min/3C-per-min, but no row in Table 5 has that exact combination (Box-Behnken design structurally excludes extreme corner points, per the design's own methodology) - 82% actually appears at the center point (450C/60min/5C-per-min, runs 38 and 40). This is an apparent inconsistency in the source paper's own text vs. its data table, not an error introduced by this extraction."
LDPE,0.0,100.0,0.0,400.0,45.0,,,5.0,none,78.0,,,horizontal_quartz_tube_batch,Pyrolysis of Recycled LLDPE/LDPE Polymer Blend: Optimization of Process Parameters for High Yield of Wax,10.3390/recycling11030044,1.0,"PRIMARY SOURCE, exact value from full Box-Behnken RSM design Table 5 (run 4/45, 3 factors x 3 levels x 3 replicates). Response measured is WAX yield (condensable fraction), mapped to oil_yield_wt% as the closest schema equivalent. Non-condensable gas was NOT quantified in this study (stated explicitly); char/solid was 'visually minimal' but not measured - both left blank rather than estimated. Feedstock is a recycled LLDPE/LDPE blend (exact ratio undisclosed by supplier) - classified as LDPE in this schema as the closest existing category; note it is technically a linear/branched PE blend, not pure LDPE. Horizontal quartz tubular reactor, argon atmosphere, 5g feedstock. Study found heating rate (not temperature) was the dominant driver of yield - worth cross-checking against this project's other findings on feature importance. | VERIFICATION: table cross-checked against an independently-fetched PDF of the same paper - identical values confirmed, extraction is accurate. NOTE: the paper's own abstract/conclusion claims the max measured yield (82%) occurred at 400C/75min/3C-per-min, but no row in Table 5 has that exact combination (Box-Behnken design structurally excludes extreme corner points, per the design's own methodology) - 82% actually appears at the center point (450C/60min/5C-per-min, runs 38 and 40). This is an apparent inconsistency in the source paper's own text vs. its data table, not an error introduced by this extraction."
LDPE,0.0,100.0,0.0,450.0,45.0,,,10.0,none,74.0,,,horizontal_quartz_tube_batch,Pyrolysis of Recycled LLDPE/LDPE Polymer Blend: Optimization of Process Parameters for High Yield of Wax,10.3390/recycling11030044,1.0,"PRIMARY SOURCE, exact value from full Box-Behnken RSM design Table 5 (run 5/45, 3 factors x 3 levels x 3 replicates). Response measured is WAX yield (condensable fraction), mapped to oil_yield_wt% as the closest schema equivalent. Non-condensable gas was NOT quantified in this study (stated explicitly); char/solid was 'visually minimal' but not measured - both left blank rather than estimated. Feedstock is a recycled LLDPE/LDPE blend (exact ratio undisclosed by supplier) - classified as LDPE in this schema as the closest existing category; note it is technically a linear/branched PE blend, not pure LDPE. Horizontal quartz tubular reactor, argon atmosphere, 5g feedstock. Study found heating rate (not temperature) was the dominant driver of yield - worth cross-checking against this project's other findings on feature importance. | VERIFICATION: table cross-checked against an independently-fetched PDF of the same paper - identical values confirmed, extraction is accurate. NOTE: the paper's own abstract/conclusion claims the max measured yield (82%) occurred at 400C/75min/3C-per-min, but no row in Table 5 has that exact combination (Box-Behnken design structurally excludes extreme corner points, per the design's own methodology) - 82% actually appears at the center point (450C/60min/5C-per-min, runs 38 and 40). This is an apparent inconsistency in the source paper's own text vs. its data table, not an error introduced by this extraction."
LDPE,0.0,100.0,0.0,400.0,45.0,,,5.0,none,80.0,,,horizontal_quartz_tube_batch,Pyrolysis of Recycled LLDPE/LDPE Polymer Blend: Optimization of Process Parameters for High Yield of Wax,10.3390/recycling11030044,1.0,"PRIMARY SOURCE, exact value from full Box-Behnken RSM design Table 5 (run 6/45, 3 factors x 3 levels x 3 replicates). Response measured is WAX yield (condensable fraction), mapped to oil_yield_wt% as the closest schema equivalent. Non-condensable gas was NOT quantified in this study (stated explicitly); char/solid was 'visually minimal' but not measured - both left blank rather than estimated. Feedstock is a recycled LLDPE/LDPE blend (exact ratio undisclosed by supplier) - classified as LDPE in this schema as the closest existing category; note it is technically a linear/branched PE blend, not pure LDPE. Horizontal quartz tubular reactor, argon atmosphere, 5g feedstock. Study found heating rate (not temperature) was the dominant driver of yield - worth cross-checking against this project's other findings on feature importance. | VERIFICATION: table cross-checked against an independently-fetched PDF of the same paper - identical values confirmed, extraction is accurate. NOTE: the paper's own abstract/conclusion claims the max measured yield (82%) occurred at 400C/75min/3C-per-min, but no row in Table 5 has that exact combination (Box-Behnken design structurally excludes extreme corner points, per the design's own methodology) - 82% actually appears at the center point (450C/60min/5C-per-min, runs 38 and 40). This is an apparent inconsistency in the source paper's own text vs. its data table, not an error introduced by this extraction."
LDPE,0.0,100.0,0.0,500.0,60.0,,,10.0,none,72.0,,,horizontal_quartz_tube_batch,Pyrolysis of Recycled LLDPE/LDPE Polymer Blend: Optimization of Process Parameters for High Yield of Wax,10.3390/recycling11030044,1.0,"PRIMARY SOURCE, exact value from full Box-Behnken RSM design Table 5 (run 7/45, 3 factors x 3 levels x 3 replicates). Response measured is WAX yield (condensable fraction), mapped to oil_yield_wt% as the closest schema equivalent. Non-condensable gas was NOT quantified in this study (stated explicitly); char/solid was 'visually minimal' but not measured - both left blank rather than estimated. Feedstock is a recycled LLDPE/LDPE blend (exact ratio undisclosed by supplier) - classified as LDPE in this schema as the closest existing category; note it is technically a linear/branched PE blend, not pure LDPE. Horizontal quartz tubular reactor, argon atmosphere, 5g feedstock. Study found heating rate (not temperature) was the dominant driver of yield - worth cross-checking against this project's other findings on feature importance. | VERIFICATION: table cross-checked against an independently-fetched PDF of the same paper - identical values confirmed, extraction is accurate. NOTE: the paper's own abstract/conclusion claims the max measured yield (82%) occurred at 400C/75min/3C-per-min, but no row in Table 5 has that exact combination (Box-Behnken design structurally excludes extreme corner points, per the design's own methodology) - 82% actually appears at the center point (450C/60min/5C-per-min, runs 38 and 40). This is an apparent inconsistency in the source paper's own text vs. its data table, not an error introduced by this extraction."
LDPE,0.0,100.0,0.0,450.0,75.0,,,10.0,none,74.0,,,horizontal_quartz_tube_batch,Pyrolysis of Recycled LLDPE/LDPE Polymer Blend: Optimization of Process Parameters for High Yield of Wax,10.3390/recycling11030044,1.0,"PRIMARY SOURCE, exact value from full Box-Behnken RSM design Table 5 (run 8/45, 3 factors x 3 levels x 3 replicates). Response measured is WAX yield (condensable fraction), mapped to oil_yield_wt% as the closest schema equivalent. Non-condensable gas was NOT quantified in this study (stated explicitly); char/solid was 'visually minimal' but not measured - both left blank rather than estimated. Feedstock is a recycled LLDPE/LDPE blend (exact ratio undisclosed by supplier) - classified as LDPE in this schema as the closest existing category; note it is technically a linear/branched PE blend, not pure LDPE. Horizontal quartz tubular reactor, argon atmosphere, 5g feedstock. Study found heating rate (not temperature) was the dominant driver of yield - worth cross-checking against this project's other findings on feature importance. | VERIFICATION: table cross-checked against an independently-fetched PDF of the same paper - identical values confirmed, extraction is accurate. NOTE: the paper's own abstract/conclusion claims the max measured yield (82%) occurred at 400C/75min/3C-per-min, but no row in Table 5 has that exact combination (Box-Behnken design structurally excludes extreme corner points, per the design's own methodology) - 82% actually appears at the center point (450C/60min/5C-per-min, runs 38 and 40). This is an apparent inconsistency in the source paper's own text vs. its data table, not an error introduced by this extraction."
LDPE,0.0,100.0,0.0,450.0,60.0,,,5.0,none,68.0,,,horizontal_quartz_tube_batch,Pyrolysis of Recycled LLDPE/LDPE Polymer Blend: Optimization of Process Parameters for High Yield of Wax,10.3390/recycling11030044,1.0,"PRIMARY SOURCE, exact value from full Box-Behnken RSM design Table 5 (run 9/45, 3 factors x 3 levels x 3 replicates). Response measured is WAX yield (condensable fraction), mapped to oil_yield_wt% as the closest schema equivalent. Non-condensable gas was NOT quantified in this study (stated explicitly); char/solid was 'visually minimal' but not measured - both left blank rather than estimated. Feedstock is a recycled LLDPE/LDPE blend (exact ratio undisclosed by supplier) - classified as LDPE in this schema as the closest existing category; note it is technically a linear/branched PE blend, not pure LDPE. Horizontal quartz tubular reactor, argon atmosphere, 5g feedstock. Study found heating rate (not temperature) was the dominant driver of yield - worth cross-checking against this project's other findings on feature importance. | VERIFICATION: table cross-checked against an independently-fetched PDF of the same paper - identical values confirmed, extraction is accurate. NOTE: the paper's own abstract/conclusion claims the max measured yield (82%) occurred at 400C/75min/3C-per-min, but no row in Table 5 has that exact combination (Box-Behnken design structurally excludes extreme corner points, per the design's own methodology) - 82% actually appears at the center point (450C/60min/5C-per-min, runs 38 and 40). This is an apparent inconsistency in the source paper's own text vs. its data table, not an error introduced by this extraction."
LDPE,0.0,100.0,0.0,500.0,45.0,,,5.0,none,66.0,,,horizontal_quartz_tube_batch,Pyrolysis of Recycled LLDPE/LDPE Polymer Blend: Optimization of Process Parameters for High Yield of Wax,10.3390/recycling11030044,1.0,"PRIMARY SOURCE, exact value from full Box-Behnken RSM design Table 5 (run 10/45, 3 factors x 3 levels x 3 replicates). Response measured is WAX yield (condensable fraction), mapped to oil_yield_wt% as the closest schema equivalent. Non-condensable gas was NOT quantified in this study (stated explicitly); char/solid was 'visually minimal' but not measured - both left blank rather than estimated. Feedstock is a recycled LLDPE/LDPE blend (exact ratio undisclosed by supplier) - classified as LDPE in this schema as the closest existing category; note it is technically a linear/branched PE blend, not pure LDPE. Horizontal quartz tubular reactor, argon atmosphere, 5g feedstock. Study found heating rate (not temperature) was the dominant driver of yield - worth cross-checking against this project's other findings on feature importance. | VERIFICATION: table cross-checked against an independently-fetched PDF of the same paper - identical values confirmed, extraction is accurate. NOTE: the paper's own abstract/conclusion claims the max measured yield (82%) occurred at 400C/75min/3C-per-min, but no row in Table 5 has that exact combination (Box-Behnken design structurally excludes extreme corner points, per the design's own methodology) - 82% actually appears at the center point (450C/60min/5C-per-min, runs 38 and 40). This is an apparent inconsistency in the source paper's own text vs. its data table, not an error introduced by this extraction."
LDPE,0.0,100.0,0.0,450.0,60.0,,,5.0,none,70.0,,,horizontal_quartz_tube_batch,Pyrolysis of Recycled LLDPE/LDPE Polymer Blend: Optimization of Process Parameters for High Yield of Wax,10.3390/recycling11030044,1.0,"PRIMARY SOURCE, exact value from full Box-Behnken RSM design Table 5 (run 11/45, 3 factors x 3 levels x 3 replicates). Response measured is WAX yield (condensable fraction), mapped to oil_yield_wt% as the closest schema equivalent. Non-condensable gas was NOT quantified in this study (stated explicitly); char/solid was 'visually minimal' but not measured - both left blank rather than estimated. Feedstock is a recycled LLDPE/LDPE blend (exact ratio undisclosed by supplier) - classified as LDPE in this schema as the closest existing category; note it is technically a linear/branched PE blend, not pure LDPE. Horizontal quartz tubular reactor, argon atmosphere, 5g feedstock. Study found heating rate (not temperature) was the dominant driver of yield - worth cross-checking against this project's other findings on feature importance. | VERIFICATION: table cross-checked against an independently-fetched PDF of the same paper - identical values confirmed, extraction is accurate. NOTE: the paper's own abstract/conclusion claims the max measured yield (82%) occurred at 400C/75min/3C-per-min, but no row in Table 5 has that exact combination (Box-Behnken design structurally excludes extreme corner points, per the design's own methodology) - 82% actually appears at the center point (450C/60min/5C-per-min, runs 38 and 40). This is an apparent inconsistency in the source paper's own text vs. its data table, not an error introduced by this extraction."
LDPE,0.0,100.0,0.0,500.0,60.0,,,10.0,none,68.0,,,horizontal_quartz_tube_batch,Pyrolysis of Recycled LLDPE/LDPE Polymer Blend: Optimization of Process Parameters for High Yield of Wax,10.3390/recycling11030044,1.0,"PRIMARY SOURCE, exact value from full Box-Behnken RSM design Table 5 (run 12/45, 3 factors x 3 levels x 3 replicates). Response measured is WAX yield (condensable fraction), mapped to oil_yield_wt% as the closest schema equivalent. Non-condensable gas was NOT quantified in this study (stated explicitly); char/solid was 'visually minimal' but not measured - both left blank rather than estimated. Feedstock is a recycled LLDPE/LDPE blend (exact ratio undisclosed by supplier) - classified as LDPE in this schema as the closest existing category; note it is technically a linear/branched PE blend, not pure LDPE. Horizontal quartz tubular reactor, argon atmosphere, 5g feedstock. Study found heating rate (not temperature) was the dominant driver of yield - worth cross-checking against this project's other findings on feature importance. | VERIFICATION: table cross-checked against an independently-fetched PDF of the same paper - identical values confirmed, extraction is accurate. NOTE: the paper's own abstract/conclusion claims the max measured yield (82%) occurred at 400C/75min/3C-per-min, but no row in Table 5 has that exact combination (Box-Behnken design structurally excludes extreme corner points, per the design's own methodology) - 82% actually appears at the center point (450C/60min/5C-per-min, runs 38 and 40). This is an apparent inconsistency in the source paper's own text vs. its data table, not an error introduced by this extraction."
LDPE,0.0,100.0,0.0,500.0,60.0,,,3.0,none,80.0,,,horizontal_quartz_tube_batch,Pyrolysis of Recycled LLDPE/LDPE Polymer Blend: Optimization of Process Parameters for High Yield of Wax,10.3390/recycling11030044,1.0,"PRIMARY SOURCE, exact value from full Box-Behnken RSM design Table 5 (run 13/45, 3 factors x 3 levels x 3 replicates). Response measured is WAX yield (condensable fraction), mapped to oil_yield_wt% as the closest schema equivalent. Non-condensable gas was NOT quantified in this study (stated explicitly); char/solid was 'visually minimal' but not measured - both left blank rather than estimated. Feedstock is a recycled LLDPE/LDPE blend (exact ratio undisclosed by supplier) - classified as LDPE in this schema as the closest existing category; note it is technically a linear/branched PE blend, not pure LDPE. Horizontal quartz tubular reactor, argon atmosphere, 5g feedstock. Study found heating rate (not temperature) was the dominant driver of yield - worth cross-checking against this project's other findings on feature importance. | VERIFICATION: table cross-checked against an independently-fetched PDF of the same paper - identical values confirmed, extraction is accurate. NOTE: the paper's own abstract/conclusion claims the max measured yield (82%) occurred at 400C/75min/3C-per-min, but no row in Table 5 has that exact combination (Box-Behnken design structurally excludes extreme corner points, per the design's own methodology) - 82% actually appears at the center point (450C/60min/5C-per-min, runs 38 and 40). This is an apparent inconsistency in the source paper's own text vs. its data table, not an error introduced by this extraction."
LDPE,0.0,100.0,0.0,450.0,75.0,,,3.0,none,74.0,,,horizontal_quartz_tube_batch,Pyrolysis of Recycled LLDPE/LDPE Polymer Blend: Optimization of Process Parameters for High Yield of Wax,10.3390/recycling11030044,1.0,"PRIMARY SOURCE, exact value from full Box-Behnken RSM design Table 5 (run 14/45, 3 factors x 3 levels x 3 replicates). Response measured is WAX yield (condensable fraction), mapped to oil_yield_wt% as the closest schema equivalent. Non-condensable gas was NOT quantified in this study (stated explicitly); char/solid was 'visually minimal' but not measured - both left blank rather than estimated. Feedstock is a recycled LLDPE/LDPE blend (exact ratio undisclosed by supplier) - classified as LDPE in this schema as the closest existing category; note it is technically a linear/branched PE blend, not pure LDPE. Horizontal quartz tubular reactor, argon atmosphere, 5g feedstock. Study found heating rate (not temperature) was the dominant driver of yield - worth cross-checking against this project's other findings on feature importance. | VERIFICATION: table cross-checked against an independently-fetched PDF of the same paper - identical values confirmed, extraction is accurate. NOTE: the paper's own abstract/conclusion claims the max measured yield (82%) occurred at 400C/75min/3C-per-min, but no row in Table 5 has that exact combination (Box-Behnken design structurally excludes extreme corner points, per the design's own methodology) - 82% actually appears at the center point (450C/60min/5C-per-min, runs 38 and 40). This is an apparent inconsistency in the source paper's own text vs. its data table, not an error introduced by this extraction."
LDPE,0.0,100.0,0.0,500.0,45.0,,,5.0,none,68.0,,,horizontal_quartz_tube_batch,Pyrolysis of Recycled LLDPE/LDPE Polymer Blend: Optimization of Process Parameters for High Yield of Wax,10.3390/recycling11030044,1.0,"PRIMARY SOURCE, exact value from full Box-Behnken RSM design Table 5 (run 15/45, 3 factors x 3 levels x 3 replicates). Response measured is WAX yield (condensable fraction), mapped to oil_yield_wt% as the closest schema equivalent. Non-condensable gas was NOT quantified in this study (stated explicitly); char/solid was 'visually minimal' but not measured - both left blank rather than estimated. Feedstock is a recycled LLDPE/LDPE blend (exact ratio undisclosed by supplier) - classified as LDPE in this schema as the closest existing category; note it is technically a linear/branched PE blend, not pure LDPE. Horizontal quartz tubular reactor, argon atmosphere, 5g feedstock. Study found heating rate (not temperature) was the dominant driver of yield - worth cross-checking against this project's other findings on feature importance. | VERIFICATION: table cross-checked against an independently-fetched PDF of the same paper - identical values confirmed, extraction is accurate. NOTE: the paper's own abstract/conclusion claims the max measured yield (82%) occurred at 400C/75min/3C-per-min, but no row in Table 5 has that exact combination (Box-Behnken design structurally excludes extreme corner points, per the design's own methodology) - 82% actually appears at the center point (450C/60min/5C-per-min, runs 38 and 40). This is an apparent inconsistency in the source paper's own text vs. its data table, not an error introduced by this extraction."
LDPE,0.0,100.0,0.0,500.0,75.0,,,5.0,none,70.0,,,horizontal_quartz_tube_batch,Pyrolysis of Recycled LLDPE/LDPE Polymer Blend: Optimization of Process Parameters for High Yield of Wax,10.3390/recycling11030044,1.0,"PRIMARY SOURCE, exact value from full Box-Behnken RSM design Table 5 (run 16/45, 3 factors x 3 levels x 3 replicates). Response measured is WAX yield (condensable fraction), mapped to oil_yield_wt% as the closest schema equivalent. Non-condensable gas was NOT quantified in this study (stated explicitly); char/solid was 'visually minimal' but not measured - both left blank rather than estimated. Feedstock is a recycled LLDPE/LDPE blend (exact ratio undisclosed by supplier) - classified as LDPE in this schema as the closest existing category; note it is technically a linear/branched PE blend, not pure LDPE. Horizontal quartz tubular reactor, argon atmosphere, 5g feedstock. Study found heating rate (not temperature) was the dominant driver of yield - worth cross-checking against this project's other findings on feature importance. | VERIFICATION: table cross-checked against an independently-fetched PDF of the same paper - identical values confirmed, extraction is accurate. NOTE: the paper's own abstract/conclusion claims the max measured yield (82%) occurred at 400C/75min/3C-per-min, but no row in Table 5 has that exact combination (Box-Behnken design structurally excludes extreme corner points, per the design's own methodology) - 82% actually appears at the center point (450C/60min/5C-per-min, runs 38 and 40). This is an apparent inconsistency in the source paper's own text vs. its data table, not an error introduced by this extraction."
